Recall,FP_h,TP,FP,evaluator,theta,N,seed,pctl
0.46240276577355227,34.56319290465632,535,866,eval_at,1.162354588508606,10,2,71.5
0.45980985306828004,34.2039911308204,532,857,eval_at,1.198467993736267,10,2,72.0
0.45980985306828004,34.16407982261641,532,856,eval_at,1.2356370389461513,10,2,72.5
0.46153846153846156,33.68514412416852,534,844,eval_at,1.272135223150253,10,2,73.0
0.46153846153846156,33.166297117516635,534,831,eval_at,1.3073751997947691,10,2,73.5
0.4589455488331893,32.966740576496676,531,826,eval_at,1.3489537715911866,10,2,74.0
0.45635263612791704,32.607538802660756,528,817,eval_at,1.3922502297163009,10,2,74.5
0.4554883318928263,32.328159645232816,527,810,eval_at,1.4293259680271149,10,2,75.0
0.4511668107173725,31.809312638580934,522,797,eval_at,1.46837289094925,10,2,75.5
0.45030250648228176,31.64966740576497,521,793,eval_at,1.508080239295959,10,2,76.0
0.449438202247191,30.851441241685148,520,773,eval_at,1.5529964119195938,10,2,76.5
0.44770959377700953,30.292682926829272,518,759,eval_at,1.6010312080383307,10,2,77.0
0.44165946413137425,29.813747228381377,511,747,eval_at,1.6458427011966705,10,2,77.5
0.43820224719101125,29.175166297117517,507,731,eval_at,1.6915150070190432,10,2,78.0
0.4312878133102852,28.696230598669626,499,719,eval_at,1.73924545109272,10,2,78.5
0.428694900605013,27.85809312638581,496,698,eval_at,1.7815013813972471,10,2,79.0
0.42696629213483145,27.019955654102,494,677,eval_at,1.8332310479879386,10,2,79.5
0.42523768366465,26.221729490022174,492,657,eval_at,1.8836119174957284,10,2,80.0
0.4243733794295592,25.34368070953437,491,635,eval_at,1.9389511412382125,10,2,80.5
0.4209161624891962,24.864745011086477,487,623,eval_at,1.9985065472126007,10,2,81.0
0.4140017286084702,24.465631929046566,479,613,eval_at,2.0637724411487577,10,2,81.5
0.40535868625756266,23.747228381374725,469,595,eval_at,2.1292089557647706,10,2,82.0
0.40017286084701814,23.22838137472284,463,582,eval_at,2.1918473660945823,10,2,82.5
0.3975799481417459,22.350332594235034,460,560,eval_at,2.2557305049896237,10,2,83.0
0.3958513396715644,21.352549889135258,458,535,eval_at,2.332315242290497,10,2,83.5
0.3923941227312014,20.793791574279382,454,521,eval_at,2.404828243255614,10,2,84.0
0.3915298184961106,20.43458980044346,453,512,eval_at,2.4843953144550315,10,2,84.5
0.3915298184961106,19.71618625277162,453,494,eval_at,2.5692346930503858,10,2,85.0
0.38547968885047534,19.03769401330377,446,477,eval_at,2.6558571720123285,10,2,85.5
0.3828867761452031,18.518847006651885,443,464,eval_at,2.754715733528137,10,2,86.0
0.3777009507346586,18.0,437,451,eval_at,2.8512439608573916,10,2,86.5
0.3707865168539326,17.64079822616408,429,442,eval_at,2.9531144189834566,10,2,87.0
0.3647363872082973,16.922394678492243,422,424,eval_at,3.0532239377498627,10,2,87.5
0.3526361279170268,16.363636363636363,408,410,eval_at,3.163227977752688,10,2,88.0
0.34831460674157305,15.405764966740577,403,386,eval_at,3.282894464731215,10,2,88.5
0.34572169403630076,14.966740576496676,400,375,eval_at,3.406288878917694,10,2,89.0
0.34053586862575624,14.288248337028826,394,358,eval_at,3.5318326199054724,10,2,89.5
0.32843560933448573,13.410199556541022,380,336,eval_at,3.6858404636383053,10,2,90.0
0.320656871218669,12.372505543237251,371,310,eval_at,3.8399889445304902,10,2,90.5
0.3163353500432152,11.65410199556541,366,292,eval_at,4.020934119224556,10,2,91.0
0.31201382886776147,10.855875831485589,361,272,eval_at,4.1995992493629455,10,2,91.5
0.30423509075194466,9.778270509977828,352,245,eval_at,4.390745353698732,10,2,92.0
0.2912705272255834,9.379157427937917,337,235,eval_at,4.645951497554795,10,2,92.5
