species,N_days,seed,auc_mean,auc_std,n_folds_used,n_pos_days_total,n_days_used_median
Minke whale,16,1,0.9632165128311373,0.018266117936462833,3,8,6
Minke whale,16,2,0.9632165128311373,0.018266117936462833,3,8,6
Minke whale,16,3,0.9632165128311373,0.018266117936462833,3,8,6
Minke whale,16,4,0.9632165128311373,0.018266117936462833,3,8,6
Minke whale,16,5,0.9632165128311373,0.018266117936462833,3,8,6
Minke whale,16,6,0.9632165128311373,0.018266117936462833,3,8,6
Minke whale,16,7,0.9632165128311373,0.018266117936462833,3,8,6
Minke whale,16,8,0.9632165128311373,0.018266117936462833,3,8,6
Minke whale,16,9,0.9632165128311373,0.018266117936462833,3,8,6
Minke whale,all,0,0.9632165128311373,0.018266117936462833,3,8,6
Sperm whale,1,0,0.6499119532559318,0.12473370418352141,4,32,1
Sperm whale,1,1,0.6361346920456096,0.20625613241329885,5,32,1
Sperm whale,1,2,0.5306828256830649,0.149357916915171,4,32,1
Sperm whale,1,3,0.4726519040247106,0.12328177311756684,5,32,1
Sperm whale,1,4,0.5953090560832108,0.10905043600253832,5,32,1
Sperm whale,1,5,0.5578638567595655,0.13339296763692593,5,32,1
Sperm whale,1,6,0.565350233016024,0.11740778639968827,5,32,1
Sperm whale,1,7,0.5614901365027614,0.1423349627736243,5,32,1
Sperm whale,1,8,0.5649929767847532,0.09975725750880657,3,32,1
Sperm whale,1,9,0.5368247136514498,0.12185657746812485,4,32,1
Sperm whale,2,0,0.5234175993365937,0.1098371051400319,5,32,2
Sperm whale,2,1,0.6171618924180894,0.18171539107492374,5,32,2
Sperm whale,2,2,0.5289488393556964,0.09532796411420551,5,32,2
Sperm whale,2,3,0.5365787490493814,0.09831649268965548,5,32,2
Sperm whale,2,4,0.5638077384382718,0.10881752858233978,5,32,2
Sperm whale,2,5,0.5452836556546222,0.05209910678055998,5,32,2
Sperm whale,2,6,0.6227018423994993,0.162265834411435,5,32,2
Sperm whale,2,7,0.5453737775413583,0.1011825845989221,5,32,2
