N,recall_mean,recall_std,fp_h_mean,n_seeds
10,0.28487467588591187,0.05703294723883901,10.06563192904656,5
30,0.34831460674157305,0.0401599313932202,9.945898004434587,5
100,0.3688850475367329,0.018771525994238803,10.009756097560974,5
300,0.4093344857389801,0.02537288703604358,9.945898004434587,5
1000,0.43388072601555744,0.0,9.778270509977824,5
all,0.4338807260155575,,9.778270509977824,1
