N,recall_mean,recall_std,fp_h_mean,n_seeds
10,0.2962834917891098,0.037392522290780494,10.089578713968958,5
30,0.3237683664649957,0.018902394877465544,10.009756097560977,5
100,0.36940363007778737,0.040181317047515805,10.00177383592018,5
300,0.3695764909248055,0.023333013001067545,9.945898004434591,5
1000,0.3898012100259291,0.0,9.85809312638581,5
all,0.3898012100259291,,9.85809312638581,1
