evaluator,return,theta,hours,N,seed,pctl
eval_at,"[0.40881590319792566, 37.3569844789357, 473, 936, 684, 1409]",0.9138115435838703,25.055555555555554,10,1,68.5
eval_at,"[0.4079515989628349, 36.83813747228382, 472, 923, 685, 1395]",0.9374171924591057,25.055555555555554,10,1,69.0
eval_at,"[0.4079515989628349, 36.39911308203991, 472, 912, 685, 1384]",0.9640803557634339,25.055555555555554,10,1,69.5
eval_at,"[0.4096802074330164, 36.0, 474, 902, 683, 1376]",0.9882561206817627,25.055555555555554,10,1,70.0
eval_at,"[0.4105445116681072, 35.36141906873615, 475, 886, 682, 1361]",1.0135253411531444,25.055555555555554,10,1,70.5
eval_at,"[0.4096802074330164, 34.72283813747229, 474, 870, 683, 1344]",1.0439620673656462,25.055555555555554,10,1,71.0
eval_at,"[0.41227312013828865, 34.40354767184036, 477, 862, 680, 1339]",1.073281192779541,25.055555555555554,10,1,71.5
eval_at,"[0.4140017286084702, 34.283813747228386, 479, 859, 678, 1338]",1.1017348766326904,25.055555555555554,10,1,72.0
eval_at,"[0.4070872947277442, 33.645232815964526, 471, 843, 686, 1314]",1.12988263964653,25.055555555555554,10,1,72.5
eval_at,"[0.40881590319792566, 32.847006651884705, 473, 823, 684, 1296]",1.1613972258567806,25.055555555555554,10,1,73.0
eval_at,"[0.41140881590319794, 32.088691796008874, 476, 804, 681, 1280]",1.1901446157693862,25.055555555555554,10,1,73.5
eval_at,"[0.4131374243733794, 31.529933481152995, 478, 790, 679, 1268]",1.222407717704773,25.055555555555554,10,1,74.0
eval_at,"[0.41227312013828865, 30.6119733924612, 477, 767, 680, 1244]",1.2555012613534926,25.055555555555554,10,1,74.5
eval_at,"[0.41140881590319794, 30.053215077605323, 476, 753, 681, 1229]",1.288763403892517,25.055555555555554,10,1,75.0
eval_at,"[0.4105445116681072, 29.57427937915743, 475, 741, 682, 1216]",1.320531652569771,25.055555555555554,10,1,75.5
eval_at,"[0.40881590319792566, 28.61640798226164, 473, 717, 684, 1190]",1.355923180580139,25.055555555555554,10,1,76.0
eval_at,"[0.4096802074330164, 28.017738359201775, 474, 702, 683, 1176]",1.3943089479207993,25.055555555555554,10,1,76.5
eval_at,"[0.4044943820224719, 27.259423503325944, 468, 683, 689, 1151]",1.4373749923706056,25.055555555555554,10,1,77.0
eval_at,"[0.40363007778738114, 26.860310421286034, 467, 673, 690, 1140]",1.4821680188179014,25.055555555555554,10,1,77.5
