mode,Recall,FP_h,TP,FP,theta
Quiet (CCED2),0.07433016421780467,9.778270509977824,86.0,245.0,2.1797095692157744
"Promoter (supervised LogReg, 5-fold OOF)",0.4338807260155575,9.778270509977824,502.0,245.0,4.15787353515625
Union (Quiet ∪ Promoter),0.42696629213483145,10.3370288248337,494.0,259.0,q=3.006/p=4.931
