Recall,FP_h,TP,FP,evaluator,theta,pctl,theta_q,theta_p,pctl_q,pctl_p
0.5566119273984442,36.39911308203991,644,912,eval_at,1.2029517996311185,70.5,,,,
0.5548833189282627,35.80044345898005,642,897,eval_at,1.2367551493644713,71.0,,,,
0.5531547104580813,35.00221729490023,640,877,eval_at,1.2753512686491013,71.5,,,,
0.5557476231633535,34.48337028824834,643,864,eval_at,1.313337516784667,72.0,,,,
0.5557476231633535,33.645232815964526,643,843,eval_at,1.3550862908363333,72.5,,,,
0.5566119273984442,33.166297117516635,644,831,eval_at,1.4004395008087156,73.0,,,,
0.5557476231633535,32.72727272727273,643,820,eval_at,1.447225480079651,73.5,,,,
0.5522904062229905,31.9689578713969,639,801,eval_at,1.4940763139724755,74.0,,,,
0.550561797752809,31.050997782705103,637,778,eval_at,1.5394434517621989,74.5,,,,
0.547104580812446,30.532150776053218,633,765,eval_at,1.5910484492778778,75.0,,,,
0.547104580812446,30.133037694013307,633,755,eval_at,1.637551926970482,75.5,,,,
0.5462402765773552,29.973392461197342,632,751,eval_at,1.6867225074768064,76.0,,,,
0.543647363872083,29.813747228381377,629,747,eval_at,1.7353397941589357,76.5,,,,
0.5384615384615384,29.2549889135255,623,733,eval_at,1.789190582036973,77.0,,,,
0.533275713050994,28.45676274944568,617,713,eval_at,1.845455855131149,77.5,,,,
0.533275713050994,27.658536585365855,617,693,eval_at,1.907536187171936,78.0,,,,
0.5315471045808124,27.05986696230599,615,678,eval_at,1.968847541213037,78.5,,,,
0.5289541918755402,26.34146341463415,612,660,eval_at,2.030156440734863,79.0,,,,
0.5254969749351772,25.543237250554327,608,640,eval_at,2.1054047334194186,79.5,,,,
0.5246326707000865,24.904656319290467,607,624,eval_at,2.1719389438629153,80.0,,,,
0.5246326707000865,24.186252771618626,607,606,eval_at,2.2400103437900545,80.5,,,,
0.5229040622299049,23.26829268292683,605,583,eval_at,2.3093816184997573,81.0,,,,
0.5229040622299049,22.43015521064302,605,562,eval_at,2.389580998420715,81.5,,,,
0.5168539325842697,21.552106430155213,598,540,eval_at,2.465525913238525,82.0,,,,
0.5159896283491789,20.594235033259427,597,516,eval_at,2.550545418262481,82.5,,,,
0.5125324114088159,19.556541019955656,593,490,eval_at,2.642178962230681,83.0,,,,
0.5108038029386344,19.03769401330377,591,477,eval_at,2.743435935974121,83.5,,,,
