Recall,FP_h,TP,FP,evaluator,th,enc_name,sname
0.15038893690579083,38.07538802660754,174,954,eval_at,1.1033373326063158,OceanBEATs_fixed_valref,Mahalanobis_z
0.14433880726015558,37.31707317073171,167,935,eval_at,1.1256992805004118,OceanBEATs_fixed_valref,Mahalanobis_z
0.14347450302506481,36.51884700665189,166,915,eval_at,1.14675225019455,OceanBEATs_fixed_valref,Mahalanobis_z
0.14001728608470182,36.19955654101996,162,907,eval_at,1.167433023452759,OceanBEATs_fixed_valref,Mahalanobis_z
0.1365600691443388,35.84035476718404,158,898,eval_at,1.1909437686204911,OceanBEATs_fixed_valref,Mahalanobis_z
0.13223854796888504,35.80044345898005,153,897,eval_at,1.212703623771668,OceanBEATs_fixed_valref,Mahalanobis_z
0.12791702679343128,34.96230598669624,148,876,eval_at,1.2355673265457152,OceanBEATs_fixed_valref,Mahalanobis_z
0.12532411408815902,34.92239467849224,145,875,eval_at,1.2582734656333923,OceanBEATs_fixed_valref,Mahalanobis_z
0.11927398444252377,34.40354767184036,138,862,eval_at,1.281890797615051,OceanBEATs_fixed_valref,Mahalanobis_z
0.11840968020743302,34.00443458980045,137,852,eval_at,1.307645661830902,OceanBEATs_fixed_valref,Mahalanobis_z
0.11581676750216076,33.206208425720625,134,832,eval_at,1.3295216965675354,OceanBEATs_fixed_valref,Mahalanobis_z
0.1132238547968885,32.128603104212864,131,805,eval_at,1.3527374029159545,OceanBEATs_fixed_valref,Mahalanobis_z
0.10890233362143474,31.92904656319291,126,800,eval_at,1.3780353194475172,OceanBEATs_fixed_valref,Mahalanobis_z
0.1063094209161625,31.410199556541023,123,787,eval_at,1.4042744398117066,OceanBEATs_fixed_valref,Mahalanobis_z
0.10198789974070872,30.93126385809313,118,775,eval_at,1.4293455189466477,OceanBEATs_fixed_valref,Mahalanobis_z
0.09853068280034573,30.252771618625278,114,758,eval_at,1.4535809898376464,OceanBEATs_fixed_valref,Mahalanobis_z
0.09766637856525497,29.454545454545457,113,738,eval_at,1.4769593715667726,OceanBEATs_fixed_valref,Mahalanobis_z
0.09248055315471046,28.85587583148559,107,723,eval_at,1.5012518811225888,OceanBEATs_fixed_valref,Mahalanobis_z
0.09161624891961971,28.297117516629715,106,709,eval_at,1.525056317448616,OceanBEATs_fixed_valref,Mahalanobis_z
0.08902333621434745,27.4589800443459,103,688,eval_at,1.5509033393859863,OceanBEATs_fixed_valref,Mahalanobis_z
0.08556611927398444,26.461197339246123,99,663,eval_at,1.578390119075775,OceanBEATs_fixed_valref,Mahalanobis_z
0.08297320656871218,25.383592017738362,96,636,eval_at,1.6042067015171053,OceanBEATs_fixed_valref,Mahalanobis_z
0.08297320656871218,24.34589800443459,96,610,eval_at,1.631614097952843,OceanBEATs_fixed_valref,Mahalanobis_z
0.07865168539325842,23.18847006651885,91,581,eval_at,1.6621581077575684,OceanBEATs_fixed_valref,Mahalanobis_z
0.07865168539325842,22.031042128603104,91,552,eval_at,1.6931304126977922,OceanBEATs_fixed_valref,Mahalanobis_z
0.07519446845289542,20.913525498891353,87,524,eval_at,1.7272041642665865,OceanBEATs_fixed_valref,Mahalanobis_z
0.07519446845289542,20.07538802660754,87,503,eval_at,1.7620548927783966,OceanBEATs_fixed_valref,Mahalanobis_z
0.07260155574762317,18.71840354767184,84,469,eval_at,1.7996455526351933,OceanBEATs_fixed_valref,Mahalanobis_z
0.07000864304235091,17.800443458980045,81,446,eval_at,1.842670220136643,OceanBEATs_fixed_valref,Mahalanobis_z
0.0682800345721694,16.802660753880268,79,421,eval_at,1.8855059301853179,OceanBEATs_fixed_valref,Mahalanobis_z
0.06309420916162489,15.725055432372507,73,394,eval_at,1.9347700142860416,OceanBEATs_fixed_valref,Mahalanobis_z
0.052722558340535866,14.4079822616408,61,361,eval_at,1.9866794610023497,OceanBEATs_fixed_valref,Mahalanobis_z
0.05012964563526361,13.450110864745012,58,337,eval_at,2.0375827300548557,OceanBEATs_fixed_valref,Mahalanobis_z
0.046672428694900604,12.412416851441243,54,311,eval_at,2.097735071182251,OceanBEATs_fixed_valref,Mahalanobis_z
0.04407951598962835,10.975609756097562,51,275,eval_at,2.172145000696182,OceanBEATs_fixed_valref,Mahalanobis_z
0.036300777873811585,9.85809312638581,42,247,eval_at,2.256752347946167,OceanBEATs_fixed_valref,Mahalanobis_z
