species,N_days,seed,auc_mean,auc_std,n_folds_used,n_pos_days_total,n_days_used_median
Offshore spotted dolphin,8,4,0.5030543505572906,0.1992343212984145,4,11,8
Offshore spotted dolphin,8,5,0.5354470373617422,0.17189991069097826,4,11,8
Offshore spotted dolphin,8,6,0.48553014185661136,0.218647674151959,4,11,8
Offshore spotted dolphin,8,7,0.4786740210299023,0.226896840619888,4,11,8
Offshore spotted dolphin,8,8,0.5497644965321424,0.16453556448784543,4,11,8
Offshore spotted dolphin,8,9,0.46731038466626595,0.24123645202783633,4,11,8
Offshore spotted dolphin,16,0,0.48730062892121606,0.2165721996832698,4,11,8
Offshore spotted dolphin,16,1,0.48730062892121606,0.2165721996832698,4,11,8
Offshore spotted dolphin,16,2,0.48730062892121606,0.2165721996832698,4,11,8
Offshore spotted dolphin,16,3,0.48730062892121606,0.2165721996832698,4,11,8
Offshore spotted dolphin,16,4,0.48730062892121606,0.2165721996832698,4,11,8
Offshore spotted dolphin,16,5,0.48730062892121606,0.2165721996832698,4,11,8
Offshore spotted dolphin,16,6,0.48730062892121606,0.2165721996832698,4,11,8
Offshore spotted dolphin,16,7,0.48730062892121606,0.2165721996832698,4,11,8
Offshore spotted dolphin,16,8,0.48730062892121606,0.2165721996832698,4,11,8
Offshore spotted dolphin,16,9,0.48730062892121606,0.2165721996832698,4,11,8
Offshore spotted dolphin,all,0,0.48730062892121606,0.2165721996832698,4,11,8
Striped dolphin,1,0,0.6589189331461377,0.24736582179387742,4,9,1
Striped dolphin,1,1,0.5559284540846613,0.043207426567610965,4,9,1
Striped dolphin,1,2,0.8089726112680854,0.24279323479752135,4,9,1
Striped dolphin,1,3,0.7720020611484281,0.28133614612073404,4,9,1
Striped dolphin,1,4,0.40165840585925383,0.3612813303089504,4,9,1
Striped dolphin,1,5,0.66126276449398,0.325249955454368,4,9,1
Striped dolphin,1,6,0.5796084580293613,0.17877709826495114,4,9,1
Striped dolphin,1,7,0.6180816957019354,0.13343579446391265,4,9,1
Striped dolphin,1,8,0.7290521159268918,0.25008541810883805,4,9,1
Striped dolphin,1,9,0.5115554286564139,0.27478052419634574,4,9,1
Striped dolphin,2,0,0.5875691253813143,0.25944300830459954,4,9,2
Striped dolphin,2,1,0.4474139964497341,0.14742375925946447,4,9,2
Striped dolphin,2,2,0.5995413050120515,0.3722557574242097,4,9,2
Striped dolphin,2,3,0.7109083765634872,0.23918408029151397,4,9,2
Striped dolphin,2,4,0.6256552162990744,0.3620291113786131,4,9,2
Striped dolphin,2,5,0.6183525637236416,0.18569841514524535,4,9,2
Striped dolphin,2,6,0.5408486072001943,0.11994832378022109,4,9,2
Striped dolphin,2,7,0.7646562115064908,0.22707070877481064,4,9,2
Striped dolphin,2,8,0.6420769014071451,0.24005782375808216,4,9,2
Striped dolphin,2,9,0.6434160935332087,0.21020003847281277,4,9,2
Striped dolphin,4,0,0.38239494451251127,0.23538422304298753,4,9,4
Striped dolphin,4,1,0.6417056262662395,0.3197449037072503,4,9,4
Striped dolphin,4,2,0.6903003154099862,0.2348080749380754,4,9,4
Striped dolphin,4,3,0.5645306662029754,0.30476830693821166,4,9,4
Striped dolphin,4,4,0.5480931570846035,0.2062317153118741,4,9,4
Striped dolphin,4,5,0.44877983528496906,0.13744743947613713,4,9,4
Striped dolphin,4,6,0.7289192656433835,0.21820059779389647,4,9,4
Striped dolphin,4,7,0.708012215058269,0.1962072674022262,4,9,4
Striped dolphin,4,8,0.7476284817849614,0.18671625939086497,4,9,4
Striped dolphin,4,9,0.6655142076718218,0.20393854596275587,4,9,4
Striped dolphin,8,0,0.710797316597201,0.22708050809042213,4,9,7
Striped dolphin,8,1,0.710797316597201,0.22708050809042213,4,9,7
Striped dolphin,8,2,0.710797316597201,0.22708050809042213,4,9,7
Striped dolphin,8,3,0.710797316597201,0.22708050809042213,4,9,7
Striped dolphin,8,4,0.710797316597201,0.22708050809042213,4,9,7
Striped dolphin,8,5,0.710797316597201,0.22708050809042213,4,9,7
Striped dolphin,8,6,0.710797316597201,0.22708050809042213,4,9,7
Striped dolphin,8,7,0.710797316597201,0.22708050809042213,4,9,7
Striped dolphin,8,8,0.710797316597201,0.22708050809042213,4,9,7
Striped dolphin,8,9,0.710797316597201,0.22708050809042213,4,9,7
Striped dolphin,16,0,0.710797316597201,0.22708050809042213,4,9,7
Striped dolphin,16,1,0.710797316597201,0.22708050809042213,4,9,7
Striped dolphin,16,2,0.710797316597201,0.22708050809042213,4,9,7
Striped dolphin,16,3,0.710797316597201,0.22708050809042213,4,9,7
Striped dolphin,16,4,0.710797316597201,0.22708050809042213,4,9,7
Striped dolphin,16,5,0.710797316597201,0.22708050809042213,4,9,7
Striped dolphin,16,6,0.710797316597201,0.22708050809042213,4,9,7
Striped dolphin,16,7,0.710797316597201,0.22708050809042213,4,9,7
Striped dolphin,16,8,0.710797316597201,0.22708050809042213,4,9,7
Striped dolphin,16,9,0.710797316597201,0.22708050809042213,4,9,7
Striped dolphin,all,0,0.710797316597201,0.22708050809042213,4,9,7
