encoder,score,Recall,FP_h,TP,FP,theta,pctl
OceanBEATs_fixed_valref,kNN_z,0.04235090751944685,10.376940133037694,49,260,2.1216321110725387,95.0
OceanBEATs_fixed_valref,Mahalanobis_z,0.04407951598962835,9.618625277161863,51,241,2.172145000696182,95.5
OceanBEATs_fixed_valref,CCED2_z,0.04062229904926534,9.778270509977828,47,245,2.163848762512206,95.5
Perch 2.0,kNN_z,0.0898876404494382,9.85809312638581,104,247,2.761591148376471,92.5
Perch 2.0,Mahalanobis_z,0.08124459809853068,10.337028824833704,94,259,3.2838022041320807,92.0
Perch 2.0,CCED2_z,0.08383751080380294,10.337028824833704,97,259,3.1059256744384776,92.0
